Australian Bureau of Statistics,,,,,,,,,,,,
1270055006C182 Postcode 2011 to Statistical Area Level 3 2011,,,,,,,,,,,,
Released at 11.30am (Canberra time) 31 July 2012,,,,,,,,,,,,
Table 3 Correspondence,,,,,,,,,,,,
,,,,,,,,,,,,
POSTCODE,POSTCODE,SA3_CODE_2011,SA3_NAME_2011,RATIO,PERCENTAGE,,,,,,,
3844,3844,20505,Wellington,0.0123631,1.2363145,,,,,,,
3847,3847,20505,Wellington,1.0,100.0,,,,,,,
3850,3850,20505,Wellington,1.0,100.0,,,,,,,
3851,3851,20505,Wellington,1.0,99.9999995,,,,,,,
3852,3852,20505,Wellington,1.0,100.0,,,,,,,
3854,3854,20504,Latrobe Valley,0.8467411,84.6741058,,,,,,,
3854,3854,20505,Wellington,0.1532589,15.3258942,,,,,,,
3856,3856,20504,Latrobe Valley,0.932863,93.2863033,,,,,,,
3856,3856,20505,Wellington,0.067137,6.7136967,,,,,,,
3857,3857,20504,Latrobe Valley,0.1528181,15.2818071,,,,,,,
3857,3857,20505,Wellington,0.8471819,84.7181929,,,,,,,
3858,3858,20505,Wellington,0.9999986,99.9998641,,,,,,,
3859,3859,20505,Wellington,1.0,100.0,,,,,,,
3860,3860,20505,Wellington,1.0,100.0,,,,,,,
3862,3862,20502,Gippsland - East,0.0370493,3.7049282,,,,,,,
3862,3862,20505,Wellington,0.9629493,96.2949346,,,,,,,
3864,3864,20502,Gippsland - East,1.0,100.0,,,,,,,
3865,3865,20502,Gippsland - East,1.0,100.0,,,,,,,
3869,3869,20504,Latrobe Valley,1.0,100.0,,,,,,,
3870,3870,20503,Gippsland - South West,0.0066002,0.6600155,,,,,,,
3870,3870,20504,Latrobe Valley,0.9901074,99.0107415,,,,,,,
3870,3870,20505,Wellington,0.0032924,0.329243,,,,,,,
3871,3871,20501,Baw Baw,0.0241596,2.4159615,,,,,,,
3871,3871,20503,Gippsland - South West,0.9658592,96.5859162,,,,,,,
3871,3871,20504,Latrobe Valley,0.0099812,0.9981224,,,,,,,
3873,3873,20505,Wellington,1.0,100.0,,,,,,,
3874,3874,20505,Wellington,1.0,100.0,,,,,,,
3875,3875,20502,Gippsland - East,1.0,99.9999957,,,,,,,
3878,3878,20502,Gippsland - East,1.0,100.0,,,,,,,
3880,3880,20502,Gippsland - East,0.9989326,99.8932581,,,,,,,
3880,3880,20505,Wellington,0.0010674,0.1067419,,,,,,,
3882,3882,20502,Gippsland - East,1.0,100.0,,,,,,,
3885,3885,20502,Gippsland - East,1.0,100.0,,,,,,,
3886,3886,20502,Gippsland - East,1.0,100.0,,,,,,,
3887,3887,20502,Gippsland - East,1.0,100.0,,,,,,,
3888,3888,20502,Gippsland - East,1.0,100.0,,,,,,,
3889,3889,20502,Gippsland - East,1.0,100.0,,,,,,,
3890,3890,20502,Gippsland - East,1.0,100.0,,,,,,,
3891,3891,20502,Gippsland - East,1.0,100.0,,,,,,,
3892,3892,20502,Gippsland - East,1.0,100.0,,,,,,,
3893,3893,20502,Gippsland - East,1.0,100.0,,,,,,,
3895,3895,20502,Gippsland - East,1.0,100.0,,,,,,,
3896,3896,20502,Gippsland - East,1.0,100.0,,,,,,,
3898,3898,20403,Wodonga - Alpine,0.1975126,19.7512578,,,,,,,
3898,3898,20502,Gippsland - East,0.8024874,80.2487422,,,,,,,
3900,3900,20502,Gippsland - East,1.0,100.0,,,,,,,
3902,3902,20502,Gippsland - East,1.0,100.0,,,,,,,
3903,3903,20502,Gippsland - East,1.0,100.0,,,,,,,
3904,3904,20502,Gippsland - East,1.0,100.0,,,,,,,
3909,3909,20502,Gippsland - East,0.9999996,99.9999617,,,,,,,
3910,3910,21401,Frankston,1.0,100.0,,,,,,,
3911,3911,21401,Frankston,0.3443797,34.4379725,,,,,,,
3911,3911,21402,Mornington Peninsula,0.6556203,65.5620275,,,,,,,
3912,3912,21203,Casey - South,0.247678,24.7677957,,,,,,,
3912,3912,21402,Mornington Peninsula,0.752322,75.2322043,,,,,,,
3913,3913,21402,Mornington Peninsula,1.0,100.0,,,,,,,
3915,3915,21402,Mornington Peninsula,1.0,100.0,,,,,,,
3916,3916,21402,Mornington Peninsula,1.0,100.0,,,,,,,
3918,3918,21402,Mornington Peninsula,1.0,100.0,,,,,,,
3919,3919,21402,Mornington Peninsula,1.0,100.0,,,,,,,
3920,3920,21402,Mornington Peninsula,1.0,100.0,,,,,,,
3921,3921,20503,Gippsland - South West,1.0,100.0,,,,,,,
3922,3922,20503,Gippsland - South West,1.0,100.0,,,,,,,
3923,3923,20503,Gippsland - South West,1.0,100.0,,,,,,,
3925,3925,20503,Gippsland - South West,1.0,100.0,,,,,,,
3926,3926,21402,Mornington Peninsula,1.0,100.0,,,,,,,
3927,3927,21402,Mornington Peninsula,1.0,100.0,,,,,,,
3928,3928,21402,Mornington Peninsula,1.0,100.0,,,,,,,
3929,3929,21402,Mornington Peninsula,1.0,100.0,,,,,,,
3930,3930,21402,Mornington Peninsula,1.0,100.0,,,,,,,
3931,3931,21402,Mornington Peninsula,1.0,100.0,,,,,,,
3933,3933,21402,Mornington Peninsula,1.0,100.0,,,,,,,
3934,3934,21402,Mornington Peninsula,1.0,100.0,,,,,,,
3936,3936,21402,Mornington Peninsula,1.0,100.0,,,,,,,
3937,3937,21402,Mornington Peninsula,1.0,100.0,,,,,,,
3938,3938,21402,Mornington Peninsula,1.0,100.0,,,,,,,
3939,3939,21402,Mornington Peninsula,1.0,100.0,,,,,,,
3940,3940,21402,Mornington Peninsula,1.0,100.0,,,,,,,
3941,3941,21402,Mornington Peninsula,1.0,100.0,,,,,,,
3942,3942,21402,Mornington Peninsula,1.0,100.0,,,,,,,
3943,3943,21402,Mornington Peninsula,1.0,100.0,,,,,,,
3944,3944,21402,Mornington Peninsula,1.0,100.0,,,,,,,
3945,3945,20503,Gippsland - South West,1.0,100.0,,,,,,,
3946,3946,20503,Gippsland - South West,1.0,100.0,,,,,,,
3950,3950,20503,Gippsland - South West,1.0,100.0,,,,,,,
3951,3951,20503,Gippsland - South West,1.0,100.0,,,,,,,
3953,3953,20501,Baw Baw,0.0005103,0.051028,,,,,,,
3953,3953,20503,Gippsland - South West,0.9994897,99.948972,,,,,,,
3954,3954,20503,Gippsland - South West,1.0,100.0,,,,,,,
3956,3956,20503,Gippsland - South West,1.0,100.0,,,,,,,
3957,3957,20503,Gippsland - South West,1.0,100.0,,,,,,,
3958,3958,20503,Gippsland - South West,1.0,100.0,,,,,,,
3959,3959,20503,Gippsland - South West,1.0,100.0,,,,,,,
3960,3960,20503,Gippsland - South West,1.0,100.0,,,,,,,
3962,3962,20503,Gippsland - South West,0.9671768,96.7176823,,,,,,,
3962,3962,20505,Wellington,0.0328232,3.2823177,,,,,,,
3964,3964,20503,Gippsland - South West,1.0,100.0,,,,,,,
3965,3965,20503,Gippsland - South West,1.0,100.0,,,,,,,
3966,3966,20503,Gippsland - South West,0.742486,74.2485981,,,,,,,
3966,3966,20505,Wellington,0.257514,25.7514019,,,,,,,
3967,3967,20503,Gippsland - South West,0.682038,68.2038007,,,,,,,
3967,3967,20505,Wellington,0.317962,31.7961993,,,,,,,
3971,3971,20505,Wellington,0.9999995,99.9999505,,,,,,,
3975,3975,21203,Casey - South,0.9974241,99.7424093,,,,,,,
3975,3975,21204,Dandenong,0.0025759,0.2575907,,,,,,,
3976,3976,21203,Casey - South,1.0,100.0,,,,,,,
3977,3977,21203,Casey - South,0.8433255,84.3325475,,,,,,,
3977,3977,21401,Frankston,0.1566745,15.6674525,,,,,,,
3978,3978,21201,Cardinia,0.2618333,26.1833299,,,,,,,
3978,3978,21203,Casey - South,0.7381667,73.8166701,,,,,,,
3979,3979,20503,Gippsland - South West,1.0,100.0,,,,,,,
3980,3980,21201,Cardinia,0.0057145,0.5714522,,,,,,,
3980,3980,21203,Casey - South,0.9942855,99.4285478,,,,,,,
3981,3981,20501,Baw Baw,0.0162322,1.6232213,,,,,,,
3981,3981,21201,Cardinia,0.9837678,98.3767787,,,,,,,
3984,3984,20503,Gippsland - South West,0.6374242,63.742417,,,,,,,
3984,3984,21201,Cardinia,0.3625758,36.257583,,,,,,,
3987,3987,20503,Gippsland - South West,0.9753204,97.5320413,,,,,,,
3987,3987,21201,Cardinia,0.0246796,2.4679587,,,,,,,
3988,3988,20501,Baw Baw,0.0820085,8.2008549,,,,,,,
3988,3988,20503,Gippsland - South West,0.9179915,91.7991451,,,,,,,
3990,3990,20503,Gippsland - South West,1.0,100.0,,,,,,,
3991,3991,20503,Gippsland - South West,1.0,100.0,,,,,,,
3992,3992,20503,Gippsland - South West,1.0,100.0,,,,,,,
3995,3995,20503,Gippsland - South West,1.0,100.0,,,,,,,
3996,3996,20503,Gippsland - South West,1.0,100.0,,,,,,,
4000,4000,30501,Brisbane Inner,0.9993965,99.9396525,,,,,,,
4000,4000,30504,Brisbane Inner - West,0.0006035,0.0603475,,,,,,,
4005,4005,30501,Brisbane Inner,0.9985962,99.8596244,,,,,,,
4005,4005,30503,Brisbane Inner - North,0.0014038,0.1403756,,,,,,,
4006,4006,30501,Brisbane Inner,0.3712949,37.1294865,,,,,,,
4006,4006,30503,Brisbane Inner - North,0.6287051,62.8705135,,,,,,,
4007,4007,30503,Brisbane Inner - North,0.9762707,97.6270739,,,,,,,
4008,4008,30203,Nundah,1.0,100.0,,,,,,,
4009,4009,30203,Nundah,0.2915326,29.1532628,,,,,,,
4009,4009,30503,Brisbane Inner - North,0.7084674,70.8467372,,,,,,,
4010,4010,30503,Brisbane Inner - North,1.0,100.0,,,,,,,
4011,4011,30503,Brisbane Inner - North,1.0,100.0,,,,,,,
4012,4012,30202,Chermside,0.4771206,47.7120636,,,,,,,
4012,4012,30203,Nundah,0.5214468,52.1446789,,,,,,,
4012,4012,30503,Brisbane Inner - North,0.0014326,0.1432575,,,,,,,
4013,4013,30203,Nundah,1.0,100.0,,,,,,,
4014,4014,30202,Chermside,0.0078536,0.7853559,,,,,,,
4014,4014,30203,Nundah,0.9921464,99.2146441,,,,,,,
4017,4017,30204,Sandgate,1.0,99.9999999,,,,,,,
4018,4018,30204,Sandgate,1.0,100.0,,,,,,,
4019,4019,31305,Redcliffe,1.0,99.9999998,,,,,,,
4020,4020,31305,Redcliffe,1.0,100.0,,,,,,,
4021,4021,31305,Redcliffe,1.0,100.0,,,,,,,
4022,4022,31304,Narangba - Burpengary,0.0015715,0.1571458,,,,,,,
4022,4022,31305,Redcliffe,0.9984285,99.8428542,,,,,,,
4025,4025,30102,Cleveland - Stradbroke,1.0,100.0,,,,,,,
4029,4029,30503,Brisbane Inner - North,1.0,100.0,,,,,,,
4030,4030,30503,Brisbane Inner - North,1.0,99.9999992,,,,,,,
4031,4031,30202,Chermside,0.99956,99.9559983,,,,,,,
4031,4031,30503,Brisbane Inner - North,0.00044,0.0440017,,,,,,,
4032,4032,30202,Chermside,1.0,100.0,,,,,,,
4034,4034,30201,Bald Hills - Everton Park,0.1909919,19.0991933,,,,,,,
4034,4034,30202,Chermside,0.4029286,40.2928621,,,,,,,
4034,4034,30203,Nundah,0.2101947,21.0194717,,,,,,,
4034,4034,30204,Sandgate,0.1958847,19.5884729,,,,,,,
4035,4035,30201,Bald Hills - Everton Park,0.3244979,32.4497875,,,,,,,
4035,4035,31401,Hills District,0.6755021,67.5502125,,,,,,,
4036,4036,30201,Bald Hills - Everton Park,0.9837612,98.3761174,,,,,,,
4036,4036,30204,Sandgate,0.0162388,1.6238826,,,,,,,
4037,4037,31401,Hills District,1.0,100.0,,,,,,,
4051,4051,30201,Bald Hills - Everton Park,0.0004018,0.0401777,,,,,,,
4051,4051,30404,The Gap - Enoggera,0.3000919,30.0091912,,,,,,,
4051,4051,30503,Brisbane Inner - North,0.6981348,69.8134751,,,,,,,
4051,4051,30504,Brisbane Inner - West,0.0013484,0.1348416,,,,,,,
4053,4053,30201,Bald Hills - Everton Park,0.3719397,37.1939731,,,,,,,
4053,4053,30202,Chermside,0.3113086,31.1308593,,,,,,,
4053,4053,30404,The Gap - Enoggera,0.1842422,18.4242249,,,,,,,
4053,4053,30503,Brisbane Inner - North,0.0005373,0.0537311,,,,,,,
4053,4053,31401,Hills District,0.1319721,13.1972116,,,,,,,
4054,4054,30404,The Gap - Enoggera,0.5036696,50.3669574,,,,,,,
4054,4054,31401,Hills District,0.4963304,49.6330426,,,,,,,
4055,4055,30404,The Gap - Enoggera,0.4656861,46.5686095,,,,,,,
4055,4055,31401,Hills District,0.5343139,53.4313905,,,,,,,
4059,4059,30501,Brisbane Inner,0.0005272,0.0527184,,,,,,,
4059,4059,30503,Brisbane Inner - North,0.5196608,51.9660759,,,,,,,
4059,4059,30504,Brisbane Inner - West,0.4798121,47.9812057,,,,,,,
4060,4060,30404,The Gap - Enoggera,0.001649,0.1649018,,,,,,,
4060,4060,30503,Brisbane Inner - North,0.0019968,0.1996764,,,,,,,
4060,4060,30504,Brisbane Inner - West,0.9963542,99.6354217,,,,,,,
4061,4061,30404,The Gap - Enoggera,0.9871702,98.717021,,,,,,,
4061,4061,30504,Brisbane Inner - West,0.0128298,1.282979,,,,,,,
4064,4064,30504,Brisbane Inner - West,1.0,100.0,,,,,,,
4065,4065,30504,Brisbane Inner - West,1.0,100.0,,,,,,,
4066,4066,30403,Sherwood - Indooroopilly,0.0083859,0.8385922,,,,,,,
4066,4066,30504,Brisbane Inner - West,0.9916137,99.1613709,,,,,,,
4067,4067,30403,Sherwood - Indooroopilly,1.0,100.0,,,,,,,
4068,4068,30402,Kenmore - Brookfield - Moggill,0.0052994,0.5299383,,,,,,,
4068,4068,30403,Sherwood - Indooroopilly,0.9873355,98.7335466,,,,,,,
4068,4068,30504,Brisbane Inner - West,0.0073652,0.7365151,,,,,,,
4069,4069,30402,Kenmore - Brookfield - Moggill,0.9997757,99.977565,,,,,,,
4069,4069,30403,Sherwood - Indooroopilly,0.0001988,0.0198793,,,,,,,
4070,4070,30402,Kenmore - Brookfield - Moggill,0.9982249,99.822491,,,,,,,
4070,4070,31003,Ipswich Inner,0.0017751,0.177509,,,,,,,
4072,4072,30403,Sherwood - Indooroopilly,1.0,100.0,,,,,,,
4073,4073,30401,Centenary,1.0,100.0,,,,,,,
4074,4074,30401,Centenary,0.9768068,97.6806843,,,,,,,
4074,4074,31001,Forest Lake - Oxley,0.0231932,2.3193157,,,,,,,
4075,4075,30401,Centenary,0.0121684,1.2168391,,,,,,,
4075,4075,30403,Sherwood - Indooroopilly,0.6480384,64.8038425,,,,,,,
4075,4075,31001,Forest Lake - Oxley,0.3397932,33.9793185,,,,,,,
4076,4076,31001,Forest Lake - Oxley,0.9999999,99.9999852,,,,,,,
4077,4077,30305,Rocklea - Acacia Ridge,0.0035407,0.3540706,,,,,,,
4077,4077,31001,Forest Lake - Oxley,0.9964593,99.6459294,,,,,,,
4078,4078,30305,Rocklea - Acacia Ridge,0.0489075,4.890747,,,,,,,
4078,4078,31001,Forest Lake - Oxley,0.9510925,95.109253,,,,,,,
4101,4101,30302,Holland Park - Yeronga,0.0006969,0.0696926,,,,,,,
4101,4101,30501,Brisbane Inner,0.9993031,99.9303074,,,,,,,
4102,4102,30302,Holland Park - Yeronga,0.9449405,94.4940485,,,,,,,
4102,4102,30501,Brisbane Inner,0.0524806,5.2480626,,,,,,,
4102,4102,30502,Brisbane Inner - East,0.0025789,0.2578889,,,,,,,
4103,4103,30302,Holland Park - Yeronga,0.9961964,99.6196396,,,,,,,
4103,4103,30304,Nathan,0.0038036,0.3803604,,,,,,,
4104,4104,30302,Holland Park - Yeronga,1.0,100.0,,,,,,,
4105,4105,30302,Holland Park - Yeronga,0.2089359,20.893594,,,,,,,
4105,4105,30304,Nathan,0.7910641,79.1064051,,,,,,,
4106,4106,30305,Rocklea - Acacia Ridge,0.9915857,99.1585742,,,,,,,
4106,4106,30403,Sherwood - Indooroopilly,0.0084143,0.8414258,,,,,,,
4107,4107,30304,Nathan,1.0,99.9999964,,,,,,,
4108,4108,30304,Nathan,0.8797482,87.9748218,,,,,,,
4108,4108,30305,Rocklea - Acacia Ridge,0.1032073,10.3207288,,,,,,,
4108,4108,30306,Sunnybank,0.0170445,1.7044495,,,,,,,
4109,4109,30303,Mt Gravatt,0.1567125,15.6712451,,,,,,,
4109,4109,30304,Nathan,0.1337025,13.3702526,,,,,,,
4109,4109,30306,Sunnybank,0.709585,70.9584986,,,,,,,
4110,4110,30305,Rocklea - Acacia Ridge,0.9981534,99.8153352,,,,,,,
4110,4110,30306,Sunnybank,0.0017331,0.1733138,,,,,,,
4110,4110,31001,Forest Lake - Oxley,0.0001134,0.0113408,,,,,,,
4111,4111,30304,Nathan,1.0,100.0,,,,,,,
4112,4112,30306,Sunnybank,1.0,100.0,,,,,,,
4113,4113,30303,Mt Gravatt,0.5083092,50.830916,,,,,,,
4113,4113,30306,Sunnybank,0.4916908,49.169084,,,,,,,
4114,4114,31106,Springwood - Kingston,0.9999981,99.9998079,,,,,,,
4115,4115,30305,Rocklea - Acacia Ridge,0.999261,99.9260994,,,,,,,
4115,4115,30306,Sunnybank,0.000739,0.0739006,,,,,,,
4116,4116,30305,Rocklea - Acacia Ridge,0.9988863,99.8886335,,,,,,,
4116,4116,30306,Sunnybank,0.0011137,0.1113665,,,,,,,
4117,4117,30305,Rocklea - Acacia Ridge,0.0351191,3.511908,,,,,,,
4117,4117,31103,Browns Plains,0.8784405,87.8440461,,,,,,,
4117,4117,31106,Springwood - Kingston,0.0864405,8.6440459,,,,,,,
4118,4118,31103,Browns Plains,1.0,99.9999999,,,,,,,
4119,4119,31106,Springwood - Kingston,1.0,99.9999977,,,,,,,
4120,4120,30302,Holland Park - Yeronga,0.9958308,99.5830805,,,,,,,
4120,4120,30304,Nathan,0.0041692,0.4169195,,,,,,,
4121,4121,30302,Holland Park - Yeronga,0.5747828,57.4782837,,,,,,,
4121,4121,30303,Mt Gravatt,0.0094974,0.9497358,,,,,,,
4121,4121,30304,Nathan,0.4157198,41.5719805,,,,,,,
4122,4122,30301,Carindale,0.003062,0.3062049,,,,,,,
4122,4122,30303,Mt Gravatt,0.9969379,99.6937931,,,,,,,
4123,4123,30303,Mt Gravatt,0.0671258,6.7125822,,,,,,,
4123,4123,31106,Springwood - Kingston,0.9328742,93.2874178,,,,,,,
4124,4124,31004,Springfield - Redbank,0.0052834,0.5283405,,,,,,,
4124,4124,31103,Browns Plains,0.5121618,51.2161797,,,,,,,
4124,4124,31104,Jimboomba,0.4825547,48.2554739,,,,,,,
4125,4125,31103,Browns Plains,1.0,100.0,,,,,,,
4127,4127,30303,Mt Gravatt,0.0002074,0.0207393,,,,,,,
4127,4127,31105,Loganlea - Carbrook,0.0012299,0.1229882,,,,,,,
4127,4127,31106,Springwood - Kingston,0.9985627,99.8562725,,,,,,,
4128,4128,31105,Loganlea - Carbrook,0.99622,99.6219997,,,,,,,
4128,4128,31106,Springwood - Kingston,0.00378,0.3780002,,,,,,,
4129,4129,31105,Loganlea - Carbrook,1.0,100.0,,,,,,,
4130,4130,31105,Loganlea - Carbrook,1.0,100.0,,,,,,,
4131,4131,31105,Loganlea - Carbrook,0.9999998,99.9999764,,,,,,,
4132,4132,31103,Browns Plains,1.0,99.9999982,,,,,,,
4133,4133,31102,Beenleigh,0.0006715,0.0671502,,,,,,,
4133,4133,31103,Browns Plains,0.2627636,26.2763636,,,,,,,
4133,4133,31105,Loganlea - Carbrook,0.7365649,73.6564862,,,,,,,
4151,4151,30301,Carindale,0.0052733,0.5273261,,,,,,,
4151,4151,30302,Holland Park - Yeronga,0.9917623,99.1762293,,,,,,,
4151,4151,30502,Brisbane Inner - East,0.0029644,0.2964446,,,,,,,
4152,4152,30301,Carindale,0.9893973,98.9397283,,,,,,,
4152,4152,30302,Holland Park - Yeronga,0.0038974,0.3897394,,,,,,,
4152,4152,30502,Brisbane Inner - East,0.0067053,0.6705322,,,,,,,
4153,4153,30101,Capalaba,0.9450534,94.5053411,,,,,,,
4153,4153,30301,Carindale,0.0549466,5.4946589,,,,,,,
4154,4154,30101,Capalaba,0.1494089,14.940887,,,,,,,
4154,4154,30103,Wynnum - Manly,0.8505911,85.059113,,,,,,,
4155,4155,30101,Capalaba,1.0,100.0,,,,,,,
4156,4156,30101,Capalaba,0.0246239,2.4623921,,,,,,,
4156,4156,30301,Carindale,0.0071976,0.7197569,,,,,,,
4156,4156,30303,Mt Gravatt,0.9681785,96.817851,,,,,,,
4157,4157,30101,Capalaba,0.9095693,90.9569317,,,,,,,
4157,4157,30102,Cleveland - Stradbroke,0.0904307,9.0430683,,,,,,,
4158,4158,30101,Capalaba,1.0,100.0,,,,,,,
4159,4159,30101,Capalaba,1.0,100.0,,,,,,,
4160,4160,30101,Capalaba,0.6740273,67.4027278,,,,,,,
4160,4160,30102,Cleveland - Stradbroke,0.3259727,32.5972722,,,,,,,
4161,4161,30101,Capalaba,0.9998342,99.9834224,,,,,,,
4161,4161,30102,Cleveland - Stradbroke,0.0001658,0.0165776,,,,,,,
4163,4163,30102,Cleveland - Stradbroke,1.0,100.0,,,,,,,
4164,4164,30102,Cleveland - Stradbroke,1.0,100.0,,,,,,,
4165,4165,30102,Cleveland - Stradbroke,1.0,100.0,,,,,,,
4169,4169,30302,Holland Park - Yeronga,0.0007942,0.0794209,,,,,,,
4169,4169,30501,Brisbane Inner,0.5559465,55.594651,,,,,,,
4169,4169,30502,Brisbane Inner - East,0.4432593,44.3259281,,,,,,,
4170,4170,30103,Wynnum - Manly,0.0012045,0.1204485,,,,,,,
4170,4170,30301,Carindale,0.2084581,20.8458121,,,,,,,
4170,4170,30502,Brisbane Inner - East,0.7903374,79.0337394,,,,,,,
4171,4171,30502,Brisbane Inner - East,1.0,100.0,,,,,,,
4172,4172,30103,Wynnum - Manly,0.9906801,99.0680066,,,,,,,
4172,4172,30301,Carindale,0.009194,0.919396,,,,,,,
4172,4172,30502,Brisbane Inner - East,0.000126,0.0125974,,,,,,,
4173,4173,30101,Capalaba,0.0062001,0.6200138,,,,,,,
4173,4173,30103,Wynnum - Manly,0.9937999,99.3799862,,,,,,,
4174,4174,30103,Wynnum - Manly,1.0,100.0,,,,,,,
4178,4178,30103,Wynnum - Manly,1.0,99.9999999,,,,,,,
4179,4179,30103,Wynnum - Manly,1.0,100.0,,,,,,,
4183,4183,30102,Cleveland - Stradbroke,1.0,99.9999989,,,,,,,
4184,4184,30102,Cleveland - Stradbroke,1.0,100.0,,,,,,,
4205,4205,31102,Beenleigh,0.0051482,0.5148176,,,,,,,
4205,4205,31105,Loganlea - Carbrook,0.9948518,99.4851824,,,,,,,
4207,4207,30907,Ormeau - Oxenford,0.0830487,8.3048728,,,,,,,
4207,4207,31102,Beenleigh,0.7989812,79.8981162,,,,,,,
4207,4207,31104,Jimboomba,0.1174032,11.7403195,,,,,,,
4207,4207,31105,Loganlea - Carbrook,0.0005669,0.0566915,,,,,,,
4208,4208,30907,Ormeau - Oxenford,1.0,100.0,,,,,,,
4209,4209,30907,Ormeau - Oxenford,1.0,100.0,,,,,,,
4210,4210,30904,Gold Coast Hinterland,0.0491872,4.9187239,,,,,,,
4210,4210,30907,Ormeau - Oxenford,0.9508127,95.0812737,,,,,,,
4211,4211,30904,Gold Coast Hinterland,0.0534075,5.3407543,,,,,,,
4211,4211,30906,Nerang,0.945502,94.5501957,,,,,,,
4211,4211,30908,Robina,0.0010905,0.1090486,,,,,,,
4212,4212,30907,Ormeau - Oxenford,1.0,99.9999969,,,,,,,
4213,4213,30904,Gold Coast Hinterland,0.0356506,3.5650611,,,,,,,
4213,4213,30905,Mudgeeraba - Tallebudgera,0.626968,62.6967963,,,,,,,
4213,4213,30906,Nerang,0.3373814,33.7381426,,,,,,,
4214,4214,30903,Gold Coast - North,0.2667836,26.6783575,,,,,,,
4214,4214,30906,Nerang,0.0004716,0.0471577,,,,,,,
4214,4214,30909,Southport,0.7327448,73.2744848,,,,,,,
4215,4215,30903,Gold Coast - North,0.3671093,36.710927,,,,,,,
4215,4215,30909,Southport,0.6328907,63.289073,,,,,,,
4216,4216,30903,Gold Coast - North,0.9970101,99.7010065,,,,,,,
4216,4216,30907,Ormeau - Oxenford,0.0029899,0.2989935,,,,,,,
4217,4217,30910,Surfers Paradise,0.9999999,99.9999948,,,,,,,
4218,4218,30901,Broadbeach - Burleigh,0.9981401,99.8140077,,,,,,,
4218,4218,30908,Robina,0.0016542,0.1654218,,,,,,,
4218,4218,30910,Surfers Paradise,0.0002057,0.0205705,,,,,,,
4219,4219,30901,Broadbeach - Burleigh,0.999999,99.9998982,,,,,,,
4220,4220,30901,Broadbeach - Burleigh,0.9551352,95.5135226,,,,,,,
4220,4220,30905,Mudgeeraba - Tallebudgera,0.0397816,3.9781625,,,,,,,
4220,4220,30908,Robina,0.005083,0.5083035,,,,,,,
4221,4221,30902,Coolangatta,0.9999314,99.9931357,,,,,,,
4223,4223,30902,Coolangatta,0.8786848,87.8684847,,,,,,,
4223,4223,30905,Mudgeeraba - Tallebudgera,0.1213152,12.1315153,,,,,,,
4224,4224,30902,Coolangatta,1.0,100.0,,,,,,,
4225,4225,30902,Coolangatta,1.0,100.0,,,,,,,
4226,4226,30905,Mudgeeraba - Tallebudgera,0.0015391,0.1539138,,,,,,,
4226,4226,30906,Nerang,0.0001388,0.0138818,,,,,,,
4226,4226,30908,Robina,0.998322,99.8322044,,,,,,,
4227,4227,30905,Mudgeeraba - Tallebudgera,0.3096179,30.9617863,,,,,,,
4227,4227,30908,Robina,0.6903821,69.0382137,,,,,,,
4228,4228,30905,Mudgeeraba - Tallebudgera,1.0,100.0,,,,,,,
4229,4229,30908,Robina,1.0,100.0,,,,,,,
4230,4230,30908,Robina,1.0,100.0,,,,,,,
4270,4270,30904,Gold Coast Hinterland,0.6710397,67.1039702,,,,,,,
4270,4270,31104,Jimboomba,0.3289603,32.8960298,,,,,,,
4271,4271,30904,Gold Coast Hinterland,0.9989483,99.8948279,,,,,,,
4271,4271,30907,Ormeau - Oxenford,0.0010517,0.1051721,,,,,,,
4272,4272,30904,Gold Coast Hinterland,1.0,100.0,,,,,,,
4275,4275,30904,Gold Coast Hinterland,0.9462296,94.6229611,,,,,,,
4275,4275,31101,Beaudesert,0.0537704,5.3770389,,,,,,,
4280,4280,31104,Jimboomba,1.0,100.0,,,,,,,
4285,4285,31002,Ipswich Hinterland,0.0020561,0.205614,,,,,,,
4285,4285,31101,Beaudesert,0.6278625,62.7862484,,,,,,,
4285,4285,31104,Jimboomba,0.3700814,37.0081376,,,,,,,
4287,4287,31002,Ipswich Hinterland,0.0020321,0.2032096,,,,,,,
4287,4287,31101,Beaudesert,0.9979679,99.7967904,,,,,,,
4300,4300,31001,Forest Lake - Oxley,0.0440107,4.4010677,,,,,,,
4300,4300,31004,Springfield - Redbank,0.9559893,95.5989323,,,,,,,
4301,4301,31004,Springfield - Redbank,1.0,100.0,,,,,,,
4303,4303,31003,Ipswich Inner,0.9999988,99.9998785,,,,,,,
4304,4304,31003,Ipswich Inner,1.0,100.0,,,,,,,
4305,4305,31002,Ipswich Hinterland,0.0023727,0.2372729,,,,,,,
4305,4305,31003,Ipswich Inner,0.9976273,99.7627271,,,,,,,
4306,4306,30702,Darling Downs - East,0.0047317,0.4731728,,,,,,,
4306,4306,31002,Ipswich Hinterland,0.3527945,35.2794524,,,,,,,
4306,4306,31003,Ipswich Inner,0.5542831,55.4283107,,,,,,,
4306,4306,31303,Caboolture Hinterland,0.0209973,2.0997255,,,,,,,
4306,4306,31902,Burnett,0.0671934,6.7193386,,,,,,,
4307,4307,31002,Ipswich Hinterland,1.0,100.0,,,,,,,
4309,4309,31002,Ipswich Hinterland,1.0,100.0,,,,,,,
4310,4310,31002,Ipswich Hinterland,1.0,100.0,,,,,,,
