Australian Bureau of Statistics,,,,,,,,,,,,
1270055006C182 Postcode 2011 to Statistical Area Level 3 2011,,,,,,,,,,,,
Released at 11.30am (Canberra time) 31 July 2012,,,,,,,,,,,,
Table 3 Correspondence,,,,,,,,,,,,
,,,,,,,,,,,,
POSTCODE,POSTCODE,SA3_CODE_2011,SA3_NAME_2011,RATIO,PERCENTAGE,,,,,,,
2795,2795,10301,Bathurst,0.9839282,98.3928158,,,,,,,
2795,2795,10303,Lithgow - Mudgee,0.0085681,0.8568114,,,,,,,
2795,2795,10304,Orange,0.0075037,0.7503729,,,,,,,
2797,2797,10304,Orange,1.0,100.0,,,,,,,
2798,2798,10304,Orange,1.0,100.0,,,,,,,
2799,2799,10301,Bathurst,0.0216086,2.1608581,,,,,,,
2799,2799,10304,Orange,0.9783914,97.8391419,,,,,,,
2800,2800,10304,Orange,1.0,100.0,,,,,,,
2803,2803,10101,Goulburn - Yass,1.0,100.0,,,,,,,
2804,2804,10302,Lachlan Valley,1.0,100.0,,,,,,,
2805,2805,10302,Lachlan Valley,1.0,100.0,,,,,,,
2806,2806,10302,Lachlan Valley,1.0,100.0,,,,,,,
2807,2807,10101,Goulburn - Yass,0.7119937,71.1993744,,,,,,,
2807,2807,10302,Lachlan Valley,0.2880063,28.8006256,,,,,,,
2808,2808,10101,Goulburn - Yass,0.2208211,22.0821061,,,,,,,
2808,2808,10302,Lachlan Valley,0.7791789,77.9178939,,,,,,,
2809,2809,10302,Lachlan Valley,1.0,100.0,,,,,,,
2810,2810,10302,Lachlan Valley,1.0,100.0,,,,,,,
2820,2820,10503,Dubbo,1.0,100.0,,,,,,,
2821,2821,10503,Dubbo,1.0,100.0,,,,,,,
2823,2823,10302,Lachlan Valley,0.0021291,0.2129148,,,,,,,
2823,2823,10503,Dubbo,0.9978709,99.7870852,,,,,,,
2824,2824,10501,Bourke - Cobar - Coonamble,1.0,100.0,,,,,,,
2825,2825,10302,Lachlan Valley,0.0042114,0.4211373,,,,,,,
2825,2825,10501,Bourke - Cobar - Coonamble,0.9957886,99.5788627,,,,,,,
2827,2827,10503,Dubbo,1.0,100.0,,,,,,,
2828,2828,10501,Bourke - Cobar - Coonamble,0.8290609,82.9060917,,,,,,,
2828,2828,10503,Dubbo,0.1709391,17.0939083,,,,,,,
2829,2829,10501,Bourke - Cobar - Coonamble,0.9837536,98.3753607,,,,,,,
2829,2829,10503,Dubbo,0.0162464,1.6246393,,,,,,,
2830,2830,10503,Dubbo,1.0,100.0,,,,,,,
2831,2831,10501,Bourke - Cobar - Coonamble,0.381149,38.1148962,,,,,,,
2831,2831,10503,Dubbo,0.618851,61.8851038,,,,,,,
2832,2832,10501,Bourke - Cobar - Coonamble,1.0,100.0,,,,,,,
2833,2833,10501,Bourke - Cobar - Coonamble,0.947009,94.7008999,,,,,,,
2833,2833,11003,Moree - Narrabri,0.052991,5.2991001,,,,,,,
2834,2834,10501,Bourke - Cobar - Coonamble,1.0,100.0,,,,,,,
2835,2835,10501,Bourke - Cobar - Coonamble,1.0,100.0,,,,,,,
2836,2836,10502,Broken Hill and Far West,1.0,100.0,,,,,,,
2839,2839,10501,Bourke - Cobar - Coonamble,1.0,100.0,,,,,,,
2840,2840,10501,Bourke - Cobar - Coonamble,0.9678115,96.7811476,,,,,,,
2840,2840,10502,Broken Hill and Far West,0.0321885,3.2188524,,,,,,,
2842,2842,10503,Dubbo,1.0,100.0,,,,,,,
2843,2843,10503,Dubbo,1.0,100.0,,,,,,,
2844,2844,10303,Lithgow - Mudgee,1.0,100.0,,,,,,,
2845,2845,10303,Lithgow - Mudgee,1.0,100.0,,,,,,,
2846,2846,10303,Lithgow - Mudgee,1.0,100.0,,,,,,,
2847,2847,10303,Lithgow - Mudgee,1.0,100.0,,,,,,,
2848,2848,10303,Lithgow - Mudgee,1.0,100.0,,,,,,,
2849,2849,10303,Lithgow - Mudgee,1.0,100.0,,,,,,,
2850,2850,10301,Bathurst,0.0060409,0.6040859,,,,,,,
2850,2850,10303,Lithgow - Mudgee,0.9926099,99.2609851,,,,,,,
2850,2850,10503,Dubbo,0.0006853,0.0685273,,,,,,,
2850,2850,10604,Upper Hunter,0.000664,0.0664017,,,,,,,
2852,2852,10303,Lithgow - Mudgee,0.9965597,99.6559698,,,,,,,
2852,2852,10503,Dubbo,0.0034403,0.3440302,,,,,,,
2864,2864,10302,Lachlan Valley,0.0618679,6.1867916,,,,,,,
2864,2864,10304,Orange,0.9381321,93.8132084,,,,,,,
2865,2865,10304,Orange,1.0,100.0,,,,,,,
2866,2866,10304,Orange,0.9232072,92.3207247,,,,,,,
2866,2866,10503,Dubbo,0.0767928,7.6792753,,,,,,,
2867,2867,10304,Orange,0.8947584,89.4758363,,,,,,,
2867,2867,10503,Dubbo,0.1052416,10.5241637,,,,,,,
2868,2868,10304,Orange,0.0396506,3.9650606,,,,,,,
2868,2868,10503,Dubbo,0.9603494,96.0349394,,,,,,,
2869,2869,10302,Lachlan Valley,0.7786982,77.8698168,,,,,,,
2869,2869,10503,Dubbo,0.2213018,22.1301832,,,,,,,
2870,2870,10302,Lachlan Valley,0.9994621,99.9462126,,,,,,,
2870,2870,10304,Orange,0.0005379,0.0537874,,,,,,,
2871,2871,10302,Lachlan Valley,1.0,100.0,,,,,,,
2873,2873,10302,Lachlan Valley,1.0,100.0,,,,,,,
2874,2874,10302,Lachlan Valley,1.0,100.0,,,,,,,
2875,2875,10302,Lachlan Valley,1.0,100.0,,,,,,,
2876,2876,10302,Lachlan Valley,1.0,100.0,,,,,,,
2877,2877,10302,Lachlan Valley,0.9327559,93.2755936,,,,,,,
2877,2877,10501,Bourke - Cobar - Coonamble,0.0672441,6.7244064,,,,,,,
2878,2878,10502,Broken Hill and Far West,0.8502832,85.0283245,,,,,,,
2878,2878,10902,Lower Murray,0.1497168,14.9716755,,,,,,,
2879,2879,10502,Broken Hill and Far West,1.0,100.0,,,,,,,
2880,2880,10502,Broken Hill and Far West,1.0,100.0,,,,,,,
2898,2898,10803,Lord Howe Island,1.0,100.0,,,,,,,
2900,2900,10102,Queanbeyan,0.0026987,0.2698709,,,,,,,
2900,2900,80107,Tuggeranong,0.997301,99.7301026,,,,,,,
2902,2902,80102,Cotter - Namadgi,0.0003237,0.0323725,,,,,,,
2902,2902,80107,Tuggeranong,0.9996763,99.9676275,,,,,,,
2903,2903,80107,Tuggeranong,1.0,100.0,,,,,,,
2904,2904,80107,Tuggeranong,0.9999659,99.99659,,,,,,,
2905,2905,80107,Tuggeranong,1.0,100.0,,,,,,,
2906,2906,80107,Tuggeranong,1.0,100.0,,,,,,,
2911,2911,80104,Gungahlin,0.9999998,99.9999805,,,,,,,
2912,2912,80104,Gungahlin,0.9999767,99.9976666,,,,,,,
2913,2913,80104,Gungahlin,0.9999418,99.9941832,,,,,,,
2914,2914,80104,Gungahlin,1.0,100.0,,,,,,,
3000,3000,20604,Melbourne City,1.0,100.0,,,,,,,
3002,3002,20604,Melbourne City,1.0,100.0,,,,,,,
3003,3003,20604,Melbourne City,1.0,100.0,,,,,,,
3004,3004,20604,Melbourne City,0.2191342,21.913416,,,,,,,
3004,3004,20605,Port Phillip,0.7808658,78.086584,,,,,,,
3005,3005,20604,Melbourne City,1.0,100.0,,,,,,,
3006,3006,20604,Melbourne City,0.9969993,99.6999321,,,,,,,
3006,3006,20605,Port Phillip,0.0030007,0.3000679,,,,,,,
3008,3008,20604,Melbourne City,1.0,100.0,,,,,,,
3010,3010,20604,Melbourne City,1.0,100.0,,,,,,,
3011,3011,21303,Maribyrnong,1.0,100.0,,,,,,,
3012,3012,21301,Brimbank,0.0002165,0.0216454,,,,,,,
3012,3012,21302,Hobsons Bay,0.0706104,7.0610407,,,,,,,
3012,3012,21303,Maribyrnong,0.9291731,92.9173139,,,,,,,
3013,3013,21303,Maribyrnong,1.0,99.9999952,,,,,,,
3015,3015,21302,Hobsons Bay,1.0,99.9999994,,,,,,,
3016,3016,21302,Hobsons Bay,1.0,100.0,,,,,,,
3018,3018,21302,Hobsons Bay,1.0,100.0,,,,,,,
3019,3019,21303,Maribyrnong,1.0,100.0,,,,,,,
3020,3020,21301,Brimbank,1.0,100.0,,,,,,,
3021,3021,21301,Brimbank,1.0,99.9999991,,,,,,,
3022,3022,21301,Brimbank,1.0,100.0,,,,,,,
3023,3023,21301,Brimbank,0.4517794,45.1779401,,,,,,,
3023,3023,21304,Melton - Bacchus Marsh,0.5482206,54.8220599,,,,,,,
3024,3024,21304,Melton - Bacchus Marsh,0.0197169,1.9716925,,,,,,,
3024,3024,21305,Wyndham,0.9802831,98.0283075,,,,,,,
3025,3025,21302,Hobsons Bay,1.0,99.9999961,,,,,,,
3026,3026,21305,Wyndham,1.0,100.0,,,,,,,
3027,3027,21305,Wyndham,1.0,100.0,,,,,,,
3028,3028,21302,Hobsons Bay,0.8397018,83.9701798,,,,,,,
3028,3028,21305,Wyndham,0.1602982,16.0298202,,,,,,,
3029,3029,21304,Melton - Bacchus Marsh,0.0004711,0.0471122,,,,,,,
3029,3029,21305,Wyndham,0.9995289,99.9528878,,,,,,,
3030,3030,21301,Brimbank,0.0770888,7.7088753,,,,,,,
3030,3030,21305,Wyndham,0.9229112,92.2911247,,,,,,,
3031,3031,20603,Essendon,0.432268,43.2268029,,,,,,,
3031,3031,20604,Melbourne City,0.567732,56.7731971,,,,,,,
3032,3032,20603,Essendon,0.599,59.9000045,,,,,,,
3032,3032,21303,Maribyrnong,0.4009999,40.0999947,,,,,,,
3033,3033,21001,Keilor,1.0,99.9999985,,,,,,,
3034,3034,21001,Keilor,1.0,100.0,,,,,,,
3036,3036,21001,Keilor,0.9603182,96.0318232,,,,,,,
3036,3036,21005,Tullamarine - Broadmeadows,0.0160543,1.6054254,,,,,,,
3036,3036,21301,Brimbank,0.0236275,2.3627514,,,,,,,
3037,3037,21301,Brimbank,0.427712,42.7712001,,,,,,,
3037,3037,21304,Melton - Bacchus Marsh,0.572288,57.2287999,,,,,,,
3038,3038,21301,Brimbank,0.9999366,99.9936578,,,,,,,
3039,3039,20603,Essendon,1.0,100.0,,,,,,,
3040,3040,20603,Essendon,0.9414696,94.1469617,,,,,,,
3040,3040,21001,Keilor,0.0585303,5.853033,,,,,,,
3041,3041,20603,Essendon,0.2021062,20.2106156,,,,,,,
3041,3041,21001,Keilor,0.7978938,79.7893811,,,,,,,
3042,3042,21001,Keilor,1.0,99.9999969,,,,,,,
3043,3043,21001,Keilor,0.0004049,0.0404852,,,,,,,
3043,3043,21003,Moreland - North,0.1584455,15.8445546,,,,,,,
3043,3043,21005,Tullamarine - Broadmeadows,0.8411496,84.1149602,,,,,,,
3044,3044,20601,Brunswick - Coburg,0.3904777,39.0477724,,,,,,,
3044,3044,21003,Moreland - North,0.60951,60.9509969,,,,,,,
3045,3045,21005,Tullamarine - Broadmeadows,1.0,100.0,,,,,,,
3046,3046,21003,Moreland - North,1.0,99.9999996,,,,,,,
3047,3047,21005,Tullamarine - Broadmeadows,1.0,100.0,,,,,,,
3048,3048,21005,Tullamarine - Broadmeadows,1.0,100.0,,,,,,,
3049,3049,21005,Tullamarine - Broadmeadows,1.0,100.0,,,,,,,
3050,3050,20604,Melbourne City,1.0,100.0,,,,,,,
3051,3051,20604,Melbourne City,1.0,100.0,,,,,,,
3052,3052,20601,Brunswick - Coburg,0.0104171,1.0417068,,,,,,,
3052,3052,20604,Melbourne City,0.9895829,98.9582932,,,,,,,
3053,3053,20604,Melbourne City,1.0,100.0,,,,,,,
3054,3054,20601,Brunswick - Coburg,0.0012712,0.1271223,,,,,,,
3054,3054,20607,Yarra,0.9987288,99.8728777,,,,,,,
3055,3055,20601,Brunswick - Coburg,1.0,99.9999978,,,,,,,
3056,3056,20601,Brunswick - Coburg,1.0,100.0,,,,,,,
3057,3057,20601,Brunswick - Coburg,1.0,100.0,,,,,,,
3058,3058,20601,Brunswick - Coburg,0.7869082,78.6908233,,,,,,,
3058,3058,20902,Darebin - North,0.0082156,0.8215601,,,,,,,
3058,3058,21003,Moreland - North,0.2048762,20.4876166,,,,,,,
3059,3059,21005,Tullamarine - Broadmeadows,1.0,100.0,,,,,,,
3060,3060,21003,Moreland - North,0.9848342,98.4834214,,,,,,,
3060,3060,21005,Tullamarine - Broadmeadows,0.0151658,1.5165786,,,,,,,
3061,3061,21005,Tullamarine - Broadmeadows,1.0,100.0,,,,,,,
3062,3062,21005,Tullamarine - Broadmeadows,1.0,100.0,,,,,,,
3063,3063,21004,Sunbury,0.4795421,47.9542132,,,,,,,
3063,3063,21005,Tullamarine - Broadmeadows,0.5204579,52.0457868,,,,,,,
3064,3064,20904,Whittlesea - Wallan,0.0028181,0.2818083,,,,,,,
3064,3064,21005,Tullamarine - Broadmeadows,0.9971819,99.7181917,,,,,,,
3065,3065,20607,Yarra,1.0,100.0,,,,,,,
3066,3066,20607,Yarra,1.0,100.0,,,,,,,
3067,3067,20607,Yarra,1.0,100.0,,,,,,,
3068,3068,20601,Brunswick - Coburg,0.0036346,0.3634642,,,,,,,
3068,3068,20607,Yarra,0.9963654,99.6365358,,,,,,,
3070,3070,20602,Darebin - South,1.0,99.9999996,,,,,,,
3071,3071,20602,Darebin - South,1.0,100.0,,,,,,,
3072,3072,20902,Darebin - North,1.0,99.9999996,,,,,,,
3073,3073,20902,Darebin - North,1.0,100.0,,,,,,,
3074,3074,20904,Whittlesea - Wallan,1.0,99.999999,,,,,,,
3075,3075,20904,Whittlesea - Wallan,1.0,100.0,,,,,,,
3076,3076,20904,Whittlesea - Wallan,1.0,100.0,,,,,,,
3078,3078,20602,Darebin - South,0.7752043,77.5204255,,,,,,,
3078,3078,20607,Yarra,0.2247957,22.4795745,,,,,,,
3079,3079,20901,Banyule,1.0,100.0,,,,,,,
3081,3081,20901,Banyule,1.0,100.0,,,,,,,
3082,3082,20904,Whittlesea - Wallan,1.0,100.0,,,,,,,
3083,3083,20901,Banyule,0.3428564,34.2856419,,,,,,,
3083,3083,20902,Darebin - North,0.2477125,24.7712473,,,,,,,
3083,3083,20904,Whittlesea - Wallan,0.4094311,40.9431104,,,,,,,
3084,3084,20901,Banyule,1.0,100.0,,,,,,,
3085,3085,20901,Banyule,0.8245372,82.453716,,,,,,,
3085,3085,20902,Darebin - North,0.1754628,17.546284,,,,,,,
3086,3086,20902,Darebin - North,1.0,100.0,,,,,,,
3087,3087,20901,Banyule,0.9999999,99.999993,,,,,,,
3088,3088,20901,Banyule,0.7976218,79.7621822,,,,,,,
3088,3088,20903,Nillumbik - Kinglake,0.2023782,20.2378178,,,,,,,
3089,3089,20903,Nillumbik - Kinglake,1.0,100.0,,,,,,,
3090,3090,20903,Nillumbik - Kinglake,1.0,100.0,,,,,,,
3091,3091,20903,Nillumbik - Kinglake,1.0,100.0,,,,,,,
3093,3093,20901,Banyule,1.0,100.0,,,,,,,
3094,3094,20901,Banyule,1.0,100.0,,,,,,,
3095,3095,20901,Banyule,0.0908261,9.0826095,,,,,,,
3095,3095,20903,Nillumbik - Kinglake,0.9091739,90.9173905,,,,,,,
3096,3096,20903,Nillumbik - Kinglake,1.0,100.0,,,,,,,
3097,3097,20903,Nillumbik - Kinglake,1.0,100.0,,,,,,,
3099,3099,20903,Nillumbik - Kinglake,1.0,100.0,,,,,,,
3101,3101,20607,Yarra,0.0006677,0.0667708,,,,,,,
3101,3101,20701,Boroondara,0.9993323,99.9332292,,,,,,,
3102,3102,20701,Boroondara,1.0,100.0,,,,,,,
3103,3103,20701,Boroondara,1.0,100.0,,,,,,,
3104,3104,20701,Boroondara,0.9883608,98.8360828,,,,,,,
3104,3104,20703,Whitehorse - West,0.0116388,1.1638824,,,,,,,
3105,3105,20702,Manningham - West,1.0,99.9999991,,,,,,,
3106,3106,20702,Manningham - West,1.0,100.0,,,,,,,
3107,3107,20702,Manningham - West,1.0,100.0,,,,,,,
3108,3108,20702,Manningham - West,1.0,99.9999995,,,,,,,
3109,3109,20702,Manningham - West,0.9989643,99.8964305,,,,,,,
3109,3109,21102,Manningham - East,0.0010357,0.1035695,,,,,,,
3111,3111,20702,Manningham - West,0.0191073,1.9107268,,,,,,,
3111,3111,21102,Manningham - East,0.9808927,98.0892732,,,,,,,
3113,3113,20903,Nillumbik - Kinglake,0.3484514,34.8451392,,,,,,,
3113,3113,21102,Manningham - East,0.6515486,65.1548576,,,,,,,
3114,3114,21102,Manningham - East,0.9864577,98.645772,,,,,,,
3114,3114,21103,Maroondah,0.0135423,1.354228,,,,,,,
3115,3115,21102,Manningham - East,0.9099464,90.994638,,,,,,,
3115,3115,21103,Maroondah,0.0900536,9.005362,,,,,,,
3116,3116,21102,Manningham - East,0.0004645,0.0464507,,,,,,,
3116,3116,21105,Yarra Ranges,0.9995355,99.9535493,,,,,,,
3121,3121,20607,Yarra,1.0,100.0,,,,,,,
3122,3122,20701,Boroondara,1.0,99.9999995,,,,,,,
3123,3123,20701,Boroondara,1.0,100.0,,,,,,,
3124,3124,20701,Boroondara,1.0,100.0,,,,,,,
3125,3125,20703,Whitehorse - West,0.8170129,81.7012911,,,,,,,
3125,3125,21205,Monash,0.1829871,18.2987089,,,,,,,
3126,3126,20701,Boroondara,1.0,100.0,,,,,,,
3127,3127,20701,Boroondara,0.461528,46.1528,,,,,,,
3127,3127,20703,Whitehorse - West,0.538472,53.8472,,,,,,,
3128,3128,20703,Whitehorse - West,1.0,100.0,,,,,,,
3129,3129,20703,Whitehorse - West,0.9999999,99.9999938,,,,,,,
3130,3130,20703,Whitehorse - West,1.0,100.0,,,,,,,
3131,3131,21104,Whitehorse - East,1.0,100.0,,,,,,,
3132,3132,21104,Whitehorse - East,1.0,100.0,,,,,,,
3133,3133,21104,Whitehorse - East,1.0,100.0,,,,,,,
3134,3134,21102,Manningham - East,0.0304945,3.0494537,,,,,,,
3134,3134,21103,Maroondah,0.9673197,96.7319702,,,,,,,
3134,3134,21104,Whitehorse - East,0.0021858,0.218576,,,,,,,
3135,3135,21103,Maroondah,1.0,100.0,,,,,,,
3136,3136,21103,Maroondah,1.0,100.0,,,,,,,
3137,3137,21103,Maroondah,0.349479,34.9478977,,,,,,,
3137,3137,21105,Yarra Ranges,0.650521,65.0521023,,,,,,,
3138,3138,21105,Yarra Ranges,1.0,100.0,,,,,,,
3139,3139,21105,Yarra Ranges,0.9998638,99.9863814,,,,,,,
3139,3139,21201,Cardinia,0.0001362,0.0136186,,,,,,,
3140,3140,21105,Yarra Ranges,1.0,100.0,,,,,,,
3141,3141,20604,Melbourne City,0.231444,23.1444007,,,,,,,
3141,3141,20606,Stonnington - West,0.768556,76.8555993,,,,,,,
3142,3142,20606,Stonnington - West,0.9986932,99.8693169,,,,,,,
3142,3142,20701,Boroondara,0.0013068,0.1306823,,,,,,,
3143,3143,20606,Stonnington - West,1.0,100.0,,,,,,,
3144,3144,20606,Stonnington - West,0.022822,2.2821957,,,,,,,
3144,3144,20804,Stonnington - East,0.977178,97.7178043,,,,,,,
3145,3145,20701,Boroondara,0.0006565,0.0656492,,,,,,,
3145,3145,20802,Glen Eira,0.0569426,5.694259,,,,,,,
3145,3145,20804,Stonnington - East,0.9424009,94.2400919,,,,,,,
3146,3146,20701,Boroondara,0.6350176,63.5017583,,,,,,,
3146,3146,20804,Stonnington - East,0.3649824,36.4982417,,,,,,,
3147,3147,20701,Boroondara,0.5612872,56.1287169,,,,,,,
3147,3147,21205,Monash,0.4387128,43.8712831,,,,,,,
3148,3148,21205,Monash,1.0,100.0,,,,,,,
3149,3149,21205,Monash,1.0,100.0,,,,,,,
3150,3150,21205,Monash,0.9999983,99.9998326,,,,,,,
3151,3151,20703,Whitehorse - West,1.0,100.0,,,,,,,
3152,3152,21101,Knox,1.0,100.0,,,,,,,
3153,3153,21101,Knox,0.5624019,56.2401916,,,,,,,
3153,3153,21103,Maroondah,0.4375981,43.7598084,,,,,,,
3154,3154,21101,Knox,1.0,100.0,,,,,,,
3155,3155,21101,Knox,1.0,100.0,,,,,,,
3156,3156,21101,Knox,0.9483972,94.8397178,,,,,,,
3156,3156,21105,Yarra Ranges,0.0261172,2.6117157,,,,,,,
3156,3156,21202,Casey - North,0.0254857,2.5485665,,,,,,,
3158,3158,21105,Yarra Ranges,1.0,100.0,,,,,,,
3159,3159,21105,Yarra Ranges,1.0,100.0,,,,,,,
3160,3160,21105,Yarra Ranges,1.0,100.0,,,,,,,
3161,3161,20802,Glen Eira,1.0,100.0,,,,,,,
3162,3162,20802,Glen Eira,1.0,100.0,,,,,,,
3163,3163,20802,Glen Eira,1.0,100.0,,,,,,,
3165,3165,20802,Glen Eira,1.0,100.0,,,,,,,
3166,3166,20802,Glen Eira,0.3155652,31.5565165,,,,,,,
3166,3166,21205,Monash,0.6844348,68.4434835,,,,,,,
3167,3167,21204,Dandenong,0.4589425,45.8942544,,,,,,,
3167,3167,21205,Monash,0.5410575,54.1057456,,,,,,,
3168,3168,21205,Monash,1.0,100.0,,,,,,,
3169,3169,20803,Kingston,0.0007164,0.0716434,,,,,,,
3169,3169,21204,Dandenong,0.9992836,99.9283566,,,,,,,
3170,3170,21205,Monash,1.0,100.0,,,,,,,
3171,3171,21204,Dandenong,1.0,100.0,,,,,,,
3172,3172,21204,Dandenong,0.9999106,99.9910616,,,,,,,
3173,3173,21204,Dandenong,1.0,100.0,,,,,,,
3174,3174,21204,Dandenong,1.0,100.0,,,,,,,
3175,3175,20803,Kingston,0.0012273,0.1227259,,,,,,,
3175,3175,21204,Dandenong,0.9987727,99.8772737,,,,,,,
3177,3177,21202,Casey - North,1.0,100.0,,,,,,,
3178,3178,21101,Knox,1.0,100.0,,,,,,,
3179,3179,21101,Knox,1.0,100.0,,,,,,,
3180,3180,21101,Knox,1.0,100.0,,,,,,,
3181,3181,20605,Port Phillip,0.030598,3.0598036,,,,,,,
3181,3181,20606,Stonnington - West,0.969402,96.9401964,,,,,,,
3182,3182,20605,Port Phillip,1.0,100.0,,,,,,,
3183,3183,20605,Port Phillip,0.7770161,77.7016058,,,,,,,
3183,3183,20802,Glen Eira,0.2229839,22.2983942,,,,,,,
3184,3184,20605,Port Phillip,1.0,100.0,,,,,,,
3185,3185,20605,Port Phillip,0.1207959,12.0795906,,,,,,,
3185,3185,20802,Glen Eira,0.8792041,87.9204094,,,,,,,
3186,3186,20801,Bayside,1.0,100.0,,,,,,,
3187,3187,20801,Bayside,0.9616992,96.169918,,,,,,,
3187,3187,20802,Glen Eira,0.0383008,3.830082,,,,,,,
3188,3188,20801,Bayside,1.0,100.0,,,,,,,
3189,3189,20803,Kingston,1.0,100.0,,,,,,,
3190,3190,20801,Bayside,0.6837602,68.3760209,,,,,,,
3190,3190,20803,Kingston,0.3162398,31.6239791,,,,,,,
3191,3191,20801,Bayside,1.0,100.0,,,,,,,
3192,3192,20801,Bayside,0.1588406,15.8840587,,,,,,,
3192,3192,20803,Kingston,0.8411594,84.1159413,,,,,,,
3193,3193,20801,Bayside,1.0,100.0,,,,,,,
3194,3194,20803,Kingston,1.0,100.0,,,,,,,
3195,3195,20803,Kingston,1.0,100.0,,,,,,,
3196,3196,20803,Kingston,1.0,100.0,,,,,,,
3197,3197,20803,Kingston,0.9986178,99.8617837,,,,,,,
3197,3197,21401,Frankston,0.0013822,0.1382163,,,,,,,
3198,3198,21401,Frankston,1.0,100.0,,,,,,,
3199,3199,21401,Frankston,0.999974,99.9973997,,,,,,,
3200,3200,21401,Frankston,1.0,100.0,,,,,,,
3201,3201,21401,Frankston,1.0,100.0,,,,,,,
3202,3202,20803,Kingston,1.0,100.0,,,,,,,
3204,3204,20802,Glen Eira,1.0,100.0,,,,,,,
3205,3205,20605,Port Phillip,0.9999999,99.9999935,,,,,,,
3206,3206,20605,Port Phillip,1.0,100.0,,,,,,,
3207,3207,20604,Melbourne City,0.0008615,0.0861545,,,,,,,
3207,3207,20605,Port Phillip,0.9991384,99.9138438,,,,,,,
3211,3211,20302,Geelong,0.390154,39.0153995,,,,,,,
3211,3211,21305,Wyndham,0.609846,60.9846005,,,,,,,
3212,3212,20302,Geelong,1.0,100.0,,,,,,,
3214,3214,20302,Geelong,1.0,100.0,,,,,,,
3215,3215,20302,Geelong,1.0,100.0,,,,,,,
3216,3216,20301,Barwon - West,0.0085663,0.8566333,,,,,,,
3216,3216,20302,Geelong,0.9838149,98.3814914,,,,,,,
3216,3216,20303,Surf Coast - Bellarine Peninsula,0.0076188,0.7618753,,,,,,,
3217,3217,20302,Geelong,1.0,100.0,,,,,,,
3218,3218,20302,Geelong,1.0,100.0,,,,,,,
3219,3219,20302,Geelong,1.0,100.0,,,,,,,
3220,3220,20302,Geelong,1.0,100.0,,,,,,,
3221,3221,20301,Barwon - West,0.1572378,15.7237815,,,,,,,
3221,3221,20302,Geelong,0.6310784,63.1078413,,,,,,,
3221,3221,20303,Surf Coast - Bellarine Peninsula,0.1870135,18.7013496,,,,,,,
3221,3221,21702,Warrnambool - Otway Ranges,0.0246703,2.4670275,,,,,,,
3222,3222,20302,Geelong,0.002163,0.2163018,,,,,,,
3222,3222,20303,Surf Coast - Bellarine Peninsula,0.997837,99.7836982,,,,,,,
3223,3223,20303,Surf Coast - Bellarine Peninsula,1.0,100.0,,,,,,,
3224,3224,20302,Geelong,1.0,100.0,,,,,,,
3225,3225,20303,Surf Coast - Bellarine Peninsula,1.0,100.0,,,,,,,
3226,3226,20303,Surf Coast - Bellarine Peninsula,1.0,100.0,,,,,,,
3227,3227,20303,Surf Coast - Bellarine Peninsula,1.0,100.0,,,,,,,
3228,3228,20303,Surf Coast - Bellarine Peninsula,1.0,100.0,,,,,,,
3230,3230,20303,Surf Coast - Bellarine Peninsula,1.0,100.0,,,,,,,
3231,3231,20303,Surf Coast - Bellarine Peninsula,1.0,100.0,,,,,,,
3232,3232,20303,Surf Coast - Bellarine Peninsula,1.0,100.0,,,,,,,
3233,3233,21702,Warrnambool - Otway Ranges,1.0,100.0,,,,,,,
3235,3235,20301,Barwon - West,0.9280294,92.802942,,,,,,,
3235,3235,20303,Surf Coast - Bellarine Peninsula,0.0521198,5.2119756,,,,,,,
3235,3235,21702,Warrnambool - Otway Ranges,0.0198508,1.9850824,,,,,,,
3236,3236,21702,Warrnambool - Otway Ranges,1.0,100.0,,,,,,,
3237,3237,21702,Warrnambool - Otway Ranges,1.0,100.0,,,,,,,
3238,3238,21702,Warrnambool - Otway Ranges,1.0,100.0,,,,,,,
3239,3239,21702,Warrnambool - Otway Ranges,1.0,100.0,,,,,,,
3240,3240,20301,Barwon - West,1.0,100.0,,,,,,,
3241,3241,20301,Barwon - West,0.9242331,92.4233056,,,,,,,
3241,3241,20303,Surf Coast - Bellarine Peninsula,0.0407963,4.079629,,,,,,,
3241,3241,21702,Warrnambool - Otway Ranges,0.0349707,3.4970654,,,,,,,
3242,3242,20301,Barwon - West,0.0260368,2.6036849,,,,,,,
3242,3242,21702,Warrnambool - Otway Ranges,0.9739632,97.3963151,,,,,,,
3243,3243,21702,Warrnambool - Otway Ranges,1.0,100.0,,,,,,,
3249,3249,21702,Warrnambool - Otway Ranges,1.0,100.0,,,,,,,
3250,3250,21702,Warrnambool - Otway Ranges,1.0,100.0,,,,,,,
3251,3251,21702,Warrnambool - Otway Ranges,1.0,100.0,,,,,,,
3254,3254,21702,Warrnambool - Otway Ranges,1.0,100.0,,,,,,,
3260,3260,21702,Warrnambool - Otway Ranges,1.0,100.0,,,,,,,
3264,3264,21702,Warrnambool - Otway Ranges,1.0,100.0,,,,,,,
3265,3265,21702,Warrnambool - Otway Ranges,1.0,100.0,,,,,,,
3266,3266,21702,Warrnambool - Otway Ranges,1.0,100.0,,,,,,,
3267,3267,21702,Warrnambool - Otway Ranges,1.0,100.0,,,,,,,
3268,3268,21702,Warrnambool - Otway Ranges,1.0,100.0,,,,,,,
