Australian Bureau of Statistics,,,,,,,,,,,,
1270055006C184 Postcode 2011 to Statistical Local Area 2011,,,,,,,,,,,,
Released at 11.30am (Canberra time) 27 June 2012,,,,,,,,,,,,
Table 3 Correspondence,,,,,,,,,,,,
,,,,,,,,,,,,
POSTCODE,POSTCODE,SLA_MAINCODE_2011,SLA_NAME_2011,RATIO,PERCENTAGE,,,,,,,
2866,2866,140071400,Cabonne (A),0.9232072,92.3207247,,,,,,,
2867,2867,135058150,Wellington (A),0.0991431,9.9143108,,,,,,,
2867,2867,140071400,Cabonne (A),0.9008569,90.0856892,,,,,,,
2868,2868,135058150,Wellington (A),0.1996557,19.9655718,,,,,,,
2868,2868,140071400,Cabonne (A),0.8003428,80.0342814,,,,,,,
2869,2869,135055850,Narromine (A),0.2213012,22.1301154,,,,,,,
2869,2869,140156200,Parkes (A),0.7786982,77.8698168,,,,,,,
2870,2870,140071400,Cabonne (A),0.0044028,0.4402824,,,,,,,
2870,2870,140152900,Forbes (A),0.0042335,0.4233525,,,,,,,
2870,2870,140156200,Parkes (A),0.9913637,99.1363651,,,,,,,
2871,2871,140152900,Forbes (A),0.9895588,98.9558809,,,,,,,
2871,2871,140154600,Lachlan (A),0.0075444,0.7544429,,,,,,,
2871,2871,140156200,Parkes (A),0.0009005,0.0900465,,,,,,,
2871,2871,140158100,Weddin (A),0.0019963,0.1996297,,,,,,,
2873,2873,140154600,Lachlan (A),1.0,100.0,,,,,,,
2874,2874,140154600,Lachlan (A),0.235654,23.5654041,,,,,,,
2874,2874,140156200,Parkes (A),0.764346,76.4345959,,,,,,,
2875,2875,140152900,Forbes (A),0.0799305,7.9930497,,,,,,,
2875,2875,140154600,Lachlan (A),0.1537608,15.3760777,,,,,,,
2875,2875,140156200,Parkes (A),0.7663087,76.6308726,,,,,,,
2876,2876,140156200,Parkes (A),1.0,100.0,,,,,,,
2877,2877,135151750,Cobar (A),0.0672441,6.7244058,,,,,,,
2877,2877,140152900,Forbes (A),0.0033113,0.3311343,,,,,,,
2877,2877,140154600,Lachlan (A),0.9294446,92.9444592,,,,,,,
2878,2878,150151600,Carrathool (A),0.0947605,9.476051,,,,,,,
2878,2878,155200300,Balranald (A),0.0549562,5.4956245,,,,,,,
2878,2878,160101700,Central Darling (A),0.8502832,85.0283245,,,,,,,
2879,2879,160101700,Central Darling (A),0.9618762,96.187617,,,,,,,
2879,2879,160108809,Unincorp. Far West,0.0381238,3.812383,,,,,,,
2880,2880,160101250,Broken Hill (C),0.9710063,97.1006306,,,,,,,
2880,2880,160108809,Unincorp. Far West,0.0289937,2.8993694,,,,,,,
2898,2898,125108859,Lord Howe Island,1.0,100.0,,,,,,,
2900,2900,145056181,Palerang (A) - Pt A,0.0026987,0.2698709,,,,,,,
2900,2900,805253379,Greenway,0.9754151,97.5415073,,,,,,,
2900,2900,805258189,Tuggeranong - SSD Bal,0.0218862,2.1886218,,,,,,,
2902,2902,805254869,Kambah,0.9996763,99.9676275,,,,,,,
2902,2902,805258189,Tuggeranong - SSD Bal,0.0003237,0.0323725,,,,,,,
2903,2903,805253379,Greenway,0.0030054,0.3005383,,,,,,,
2903,2903,805256579,Oxley,0.1860241,18.6024138,,,,,,,
2903,2903,805258379,Wanniassa,0.8109704,81.0970421,,,,,,,
2904,2904,805252349,Fadden,0.2365773,23.6577266,,,,,,,
2904,2904,805253339,Gowrie,0.2355013,23.5501261,,,,,,,
2904,2904,805255489,Macarthur,0.1117681,11.176812,,,,,,,
2904,2904,805256129,Monash,0.4159266,41.5926593,,,,,,,
2904,2904,805258189,Tuggeranong - SSD Bal,0.0001926,0.0192643,,,,,,,
2905,2905,805250609,Bonython,0.1314018,13.1401801,,,,,,,
2905,2905,805250819,Calwell,0.1996696,19.966961,,,,,,,
2905,2905,805251359,Chisholm,0.1791376,17.9137621,,,,,,,
2905,2905,805253159,Gilmore,0.097251,9.7251019,,,,,,,
2905,2905,805254509,Isabella Plains,0.1476906,14.7690638,,,,,,,
2905,2905,805257289,Richardson,0.1072773,10.7277301,,,,,,,
2905,2905,805258019,Theodore,0.1375615,13.7561528,,,,,,,
2906,2906,805250339,Banks,0.2789321,27.8932077,,,,,,,
2906,2906,805251549,Conder,0.2928817,29.2881702,,,,,,,
2906,2906,805253289,Gordon,0.4281862,42.8186197,,,,,,,
2911,2911,805401649,Crace,0.989451,98.9450956,,,,,,,
2911,2911,805406039,Mitchell,0.0105488,1.054885,,,,,,,
2912,2912,805400939,Casey,0.208684,20.8684004,,,,,,,
2912,2912,805403519,Gungahlin,0.7853625,78.5362459,,,,,,,
2912,2912,805403529,Gungahlin-Hall - SSD Bal,0.0059301,0.5930114,,,,,,,
2913,2913,805402849,Franklin,0.1497274,14.9727366,,,,,,,
2913,2913,805406249,Ngunnawal,0.3532728,35.3272785,,,,,,,
2913,2913,805406279,Nicholls,0.2734914,27.3491413,,,,,,,
2913,2913,805406719,Palmerston,0.2234503,22.3450268,,,,,,,
2914,2914,805400239,Amaroo,0.4028487,40.2848659,,,,,,,
2914,2914,805400589,Bonner,0.1081783,10.81783,,,,,,,
2914,2914,805402779,Forde,0.1678375,16.7837459,,,,,,,
2914,2914,805403819,Harrison,0.3211356,32.1135582,,,,,,,
3000,3000,205054601,Melbourne (C) - Inner,0.7543506,75.4350646,,,,,,,
3000,3000,205054608,Melbourne (C) - Remainder,0.2456494,24.5649354,,,,,,,
3002,3002,205054608,Melbourne (C) - Remainder,1.0,100.0,,,,,,,
3003,3003,205054608,Melbourne (C) - Remainder,1.0,99.9999955,,,,,,,
3004,3004,205054608,Melbourne (C) - Remainder,0.2191342,21.913416,,,,,,,
3004,3004,205055901,Port Phillip (C) - St Kilda,0.2049891,20.498912,,,,,,,
3004,3004,205055902,Port Phillip (C) - West,0.5758767,57.5876719,,,,,,,
3005,3005,205054605,Melbourne (C) - S'bank-D'lands,1.0,100.0,,,,,,,
3006,3006,205054605,Melbourne (C) - S'bank-D'lands,0.9969993,99.6999321,,,,,,,
3006,3006,205055902,Port Phillip (C) - West,0.0030007,0.3000679,,,,,,,
3008,3008,205054605,Melbourne (C) - S'bank-D'lands,0.9999999,99.9999905,,,,,,,
3010,3010,205054608,Melbourne (C) - Remainder,1.0,100.0,,,,,,,
3011,3011,205104330,Maribyrnong (C),1.0,100.0,,,,,,,
3012,3012,205101182,Brimbank (C) - Sunshine,0.0002165,0.0216454,,,,,,,
3012,3012,205103111,Hobsons Bay (C) - Altona,0.0706104,7.0610407,,,,,,,
3012,3012,205104330,Maribyrnong (C),0.9291731,92.9173139,,,,,,,
3013,3013,205104330,Maribyrnong (C),1.0,99.9999952,,,,,,,
3015,3015,205103111,Hobsons Bay (C) - Altona,0.0037249,0.3724917,,,,,,,
3015,3015,205103112,Hobsons Bay (C) - Williamstown,0.9962751,99.6275077,,,,,,,
3016,3016,205103112,Hobsons Bay (C) - Williamstown,1.0,100.0,,,,,,,
3018,3018,205103111,Hobsons Bay (C) - Altona,0.9999999,99.9999889,,,,,,,
3019,3019,205104330,Maribyrnong (C),1.0,100.0,,,,,,,
3020,3020,205101182,Brimbank (C) - Sunshine,1.0,100.0,,,,,,,
3021,3021,205101181,Brimbank (C) - Keilor,0.5888798,58.8879843,,,,,,,
3021,3021,205101182,Brimbank (C) - Sunshine,0.4111202,41.1120157,,,,,,,
3022,3022,205101182,Brimbank (C) - Sunshine,1.0,100.0,,,,,,,
3023,3023,205101182,Brimbank (C) - Sunshine,0.4517794,45.1779401,,,,,,,
3023,3023,205204651,Melton (S) - East,0.5482206,54.8220599,,,,,,,
3024,3024,205204654,Melton (S) Bal,0.0197169,1.9716925,,,,,,,
3024,3024,205207261,Wyndham (C) - North,0.0140969,1.4096914,,,,,,,
3024,3024,205207267,Wyndham (C) - West,0.9661862,96.6186161,,,,,,,
3025,3025,205103111,Hobsons Bay (C) - Altona,0.9921592,99.215924,,,,,,,
3025,3025,205103112,Hobsons Bay (C) - Williamstown,0.0078407,0.7840721,,,,,,,
3026,3026,205103111,Hobsons Bay (C) - Altona,0.1127786,11.2778566,,,,,,,
3026,3026,205207261,Wyndham (C) - North,0.8872214,88.7221434,,,,,,,
3027,3027,205207261,Wyndham (C) - North,1.0,100.0,,,,,,,
3028,3028,205103111,Hobsons Bay (C) - Altona,0.9967073,99.6707294,,,,,,,
3028,3028,205207261,Wyndham (C) - North,0.0032927,0.3292696,,,,,,,
3029,3029,205204651,Melton (S) - East,0.0003836,0.03836,,,,,,,
3029,3029,205207261,Wyndham (C) - North,0.9995289,99.9528878,,,,,,,
3030,3030,205101182,Brimbank (C) - Sunshine,0.0770888,7.7088753,,,,,,,
3030,3030,205207261,Wyndham (C) - North,0.3557374,35.5737439,,,,,,,
3030,3030,205207264,Wyndham (C) - South,0.4379376,43.7937605,,,,,,,
3030,3030,205207267,Wyndham (C) - West,0.1292362,12.9236202,,,,,,,
3031,3031,205054608,Melbourne (C) - Remainder,0.5676159,56.7615887,,,,,,,
3031,3031,205105063,Moonee Valley (C) - Essendon,0.4323841,43.2384113,,,,,,,
3032,3032,205104330,Maribyrnong (C),0.4009999,40.0999947,,,,,,,
3032,3032,205105063,Moonee Valley (C) - Essendon,0.599,59.9000045,,,,,,,
3033,3033,205101181,Brimbank (C) - Keilor,0.0014912,0.1491224,,,,,,,
3033,3033,205105065,Moonee Valley (C) - West,0.9985088,99.8508776,,,,,,,
3034,3034,205105065,Moonee Valley (C) - West,1.0,100.0,,,,,,,
3036,3036,205101181,Brimbank (C) - Keilor,0.9839457,98.3945746,,,,,,,
3036,3036,205353274,Hume (C) - Craigieburn,0.0160543,1.6054254,,,,,,,
3037,3037,205101181,Brimbank (C) - Keilor,0.427712,42.7712001,,,,,,,
3037,3037,205204651,Melton (S) - East,0.572288,57.2287999,,,,,,,
3038,3038,205101181,Brimbank (C) - Keilor,1.0,100.0,,,,,,,
3039,3039,205105063,Moonee Valley (C) - Essendon,1.0,100.0,,,,,,,
3040,3040,205105063,Moonee Valley (C) - Essendon,0.9414697,94.1469668,,,,,,,
3040,3040,205105065,Moonee Valley (C) - West,0.0585303,5.8530322,,,,,,,
3041,3041,205105063,Moonee Valley (C) - Essendon,0.6735417,67.3541748,,,,,,,
3041,3041,205105065,Moonee Valley (C) - West,0.3264582,32.6458219,,,,,,,
3042,3042,205101181,Brimbank (C) - Keilor,0.1769938,17.6993779,,,,,,,
3042,3042,205105065,Moonee Valley (C) - West,0.8230062,82.300619,,,,,,,
3043,3043,205101181,Brimbank (C) - Keilor,0.0003467,0.0346697,,,,,,,
3043,3043,205255253,Moreland (C) - North,0.1584455,15.8445546,,,,,,,
3043,3043,205353271,Hume (C) - Broadmeadows,0.8411496,84.1149602,,,,,,,
3044,3044,205255252,Moreland (C) - Coburg,0.8037997,80.3799736,,,,,,,
3044,3044,205255253,Moreland (C) - North,0.196188,19.6187957,,,,,,,
3045,3045,205353274,Hume (C) - Craigieburn,0.9999778,99.997778,,,,,,,
3046,3046,205255253,Moreland (C) - North,1.0,99.9999996,,,,,,,
3047,3047,205353271,Hume (C) - Broadmeadows,1.0,100.0,,,,,,,
3048,3048,205353271,Hume (C) - Broadmeadows,0.9924441,99.2444064,,,,,,,
3048,3048,205353274,Hume (C) - Craigieburn,0.0075559,0.7555936,,,,,,,
3049,3049,205353271,Hume (C) - Broadmeadows,0.6303817,63.0381653,,,,,,,
3049,3049,205353274,Hume (C) - Craigieburn,0.3696183,36.9618347,,,,,,,
3050,3050,205054608,Melbourne (C) - Remainder,1.0,100.0,,,,,,,
3051,3051,205054608,Melbourne (C) - Remainder,1.0,100.0,,,,,,,
3052,3052,205054608,Melbourne (C) - Remainder,0.9895829,98.9582932,,,,,,,
3052,3052,205255251,Moreland (C) - Brunswick,0.0104171,1.0417068,,,,,,,
3053,3053,205054608,Melbourne (C) - Remainder,1.0,100.0,,,,,,,
3054,3054,205054608,Melbourne (C) - Remainder,0.0003616,0.0361604,,,,,,,
3054,3054,205057351,Yarra (C) - North,0.9983672,99.8367173,,,,,,,
3054,3054,205255251,Moreland (C) - Brunswick,0.0012712,0.1271223,,,,,,,
3055,3055,205255251,Moreland (C) - Brunswick,1.0,99.9999978,,,,,,,
3056,3056,205255251,Moreland (C) - Brunswick,1.0,100.0,,,,,,,
3057,3057,205255251,Moreland (C) - Brunswick,1.0,100.0,,,,,,,
3058,3058,205255252,Moreland (C) - Coburg,0.9917844,99.1784399,,,,,,,
3058,3058,205301892,Darebin (C) - Preston,0.0082156,0.8215601,,,,,,,
3059,3059,205353274,Hume (C) - Craigieburn,1.0,100.0,,,,,,,
3060,3060,205255253,Moreland (C) - North,0.9848342,98.4834214,,,,,,,
3060,3060,205353271,Hume (C) - Broadmeadows,0.0151658,1.5165786,,,,,,,
3061,3061,205353271,Hume (C) - Broadmeadows,1.0,100.0,,,,,,,
3062,3062,205353274,Hume (C) - Craigieburn,1.0,100.0,,,,,,,
3063,3063,205353274,Hume (C) - Craigieburn,0.5204579,52.0457868,,,,,,,
3063,3063,205353275,Hume (C) - Sunbury,0.4795421,47.9542132,,,,,,,
3064,3064,205353274,Hume (C) - Craigieburn,0.9971819,99.7181917,,,,,,,
3064,3064,205407071,Whittlesea (C) - North,0.0028181,0.2818083,,,,,,,
3065,3065,205057351,Yarra (C) - North,1.0,100.0,,,,,,,
3066,3066,205057351,Yarra (C) - North,1.0,100.0,,,,,,,
3067,3067,205057351,Yarra (C) - North,1.0,100.0,,,,,,,
3068,3068,205057351,Yarra (C) - North,0.9537777,95.3777716,,,,,,,
3068,3068,205255251,Moreland (C) - Brunswick,0.0462223,4.6222284,,,,,,,
3070,3070,205301891,Darebin (C) - Northcote,1.0,99.9999996,,,,,,,
3071,3071,205301891,Darebin (C) - Northcote,1.0,100.0,,,,,,,
3072,3072,205301892,Darebin (C) - Preston,1.0,99.9999996,,,,,,,
3073,3073,205301892,Darebin (C) - Preston,1.0,100.0,,,,,,,
3074,3074,205407076,Whittlesea (C) - South-West,1.0,99.999999,,,,,,,
3075,3075,205407076,Whittlesea (C) - South-West,1.0,100.0,,,,,,,
3076,3076,205407071,Whittlesea (C) - North,0.299293,29.9292957,,,,,,,
3076,3076,205407075,Whittlesea (C) - South-East,0.0007638,0.0763789,,,,,,,
3076,3076,205407076,Whittlesea (C) - South-West,0.6999433,69.9943254,,,,,,,
3078,3078,205057351,Yarra (C) - North,0.2247957,22.4795745,,,,,,,
3078,3078,205301891,Darebin (C) - Northcote,0.7752043,77.5204255,,,,,,,
3079,3079,205300661,Banyule (C) - Heidelberg,1.0,100.0,,,,,,,
3081,3081,205300661,Banyule (C) - Heidelberg,1.0,100.0,,,,,,,
3082,3082,205407075,Whittlesea (C) - South-East,1.0,100.0,,,,,,,
3083,3083,205300662,Banyule (C) - North,0.3428564,34.2856412,,,,,,,
3083,3083,205301892,Darebin (C) - Preston,0.2477125,24.7712473,,,,,,,
3083,3083,205407075,Whittlesea (C) - South-East,0.4094311,40.9431104,,,,,,,
3084,3084,205300661,Banyule (C) - Heidelberg,1.0,100.0,,,,,,,
3085,3085,205300661,Banyule (C) - Heidelberg,0.8196838,81.9683821,,,,,,,
3085,3085,205300662,Banyule (C) - North,0.0048533,0.4853339,,,,,,,
3085,3085,205301892,Darebin (C) - Preston,0.1754628,17.546284,,,,,,,
3086,3086,205301892,Darebin (C) - Preston,1.0,100.0,,,,,,,
3087,3087,205300661,Banyule (C) - Heidelberg,0.0013551,0.1355061,,,,,,,
3087,3087,205300662,Banyule (C) - North,0.9986449,99.8644869,,,,,,,
3088,3088,205300661,Banyule (C) - Heidelberg,0.0056288,0.5628753,,,,,,,
3088,3088,205300662,Banyule (C) - North,0.791993,79.1993039,,,,,,,
3088,3088,205405715,Nillumbik (S) - South-West,0.2023782,20.2378209,,,,,,,
3089,3089,205405715,Nillumbik (S) - South-West,1.0,100.0,,,,,,,
3090,3090,205405715,Nillumbik (S) - South-West,1.0,100.0,,,,,,,
3091,3091,205405715,Nillumbik (S) - South-West,0.8675663,86.7566321,,,,,,,
3091,3091,205405718,Nillumbik (S) Bal,0.1324337,13.2433679,,,,,,,
3093,3093,205300662,Banyule (C) - North,1.0,100.0,,,,,,,
3094,3094,205300662,Banyule (C) - North,1.0,100.0,,,,,,,
3095,3095,205300662,Banyule (C) - North,0.0908261,9.0826095,,,,,,,
3095,3095,205405713,Nillumbik (S) - South,0.8190289,81.9028894,,,,,,,
3095,3095,205405715,Nillumbik (S) - South-West,0.090145,9.0145012,,,,,,,
3096,3096,205405713,Nillumbik (S) - South,0.174835,17.4835019,,,,,,,
3096,3096,205405715,Nillumbik (S) - South-West,0.4178887,41.7888652,,,,,,,
3096,3096,205405718,Nillumbik (S) Bal,0.4072763,40.7276329,,,,,,,
3097,3097,205405713,Nillumbik (S) - South,0.5993653,59.9365341,,,,,,,
3097,3097,205405718,Nillumbik (S) Bal,0.4006347,40.0634659,,,,,,,
3099,3099,205405715,Nillumbik (S) - South-West,0.1491757,14.9175721,,,,,,,
3099,3099,205405718,Nillumbik (S) Bal,0.8508243,85.0824279,,,,,,,
3101,3101,205057351,Yarra (C) - North,0.0006677,0.0667708,,,,,,,
3101,3101,205451114,Boroondara (C) - Kew,0.9993323,99.9332292,,,,,,,
3102,3102,205451111,Boroondara (C) - Camberwell N.,0.0132908,1.3290843,,,,,,,
3102,3102,205451114,Boroondara (C) - Kew,0.9867092,98.6709157,,,,,,,
3103,3103,205451111,Boroondara (C) - Camberwell N.,1.0,100.0,,,,,,,
3104,3104,205451111,Boroondara (C) - Camberwell N.,0.9883612,98.8361176,,,,,,,
3104,3104,205506981,Whitehorse (C) - Box Hill,0.0116388,1.1638824,,,,,,,
3105,3105,205504214,Manningham (C) - West,1.0,99.9999991,,,,,,,
3106,3106,205504211,Manningham (C) - East,0.0098309,0.9830905,,,,,,,
3106,3106,205504214,Manningham (C) - West,0.9901691,99.0169095,,,,,,,
3107,3107,205504214,Manningham (C) - West,1.0,100.0,,,,,,,
3108,3108,205504214,Manningham (C) - West,1.0,99.9999995,,,,,,,
3109,3109,205504211,Manningham (C) - East,0.0006239,0.0623949,,,,,,,
3109,3109,205504214,Manningham (C) - West,0.9993761,99.9376051,,,,,,,
3111,3111,205504211,Manningham (C) - East,0.1286771,12.8677142,,,,,,,
3111,3111,205504214,Manningham (C) - West,0.8713229,87.1322858,,,,,,,
3113,3113,205405713,Nillumbik (S) - South,0.3484514,34.8451392,,,,,,,
3113,3113,205504211,Manningham (C) - East,0.6515486,65.1548576,,,,,,,
3114,3114,205504211,Manningham (C) - East,0.9864577,98.645772,,,,,,,
3114,3114,205554412,Maroondah (C) - Ringwood,0.0135423,1.354228,,,,,,,
3115,3115,205504211,Manningham (C) - East,0.805821,80.5821035,,,,,,,
3115,3115,205554411,Maroondah (C) - Croydon,0.0900536,9.005362,,,,,,,
3115,3115,205607453,Yarra Ranges (S) - Lilydale,0.1041253,10.4125346,,,,,,,
3116,3116,205607453,Yarra Ranges (S) - Lilydale,1.0,100.0,,,,,,,
3121,3121,205057352,Yarra (C) - Richmond,1.0,100.0,,,,,,,
3122,3122,205451113,Boroondara (C) - Hawthorn,1.0,99.9999995,,,,,,,
3123,3123,205451113,Boroondara (C) - Hawthorn,1.0,100.0,,,,,,,
3124,3124,205451111,Boroondara (C) - Camberwell N.,0.007606,0.760595,,,,,,,
3124,3124,205451112,Boroondara (C) - Camberwell S.,0.9753784,97.5378393,,,,,,,
3124,3124,205451113,Boroondara (C) - Hawthorn,0.0170157,1.7015656,,,,,,,
3125,3125,205504975,Monash (C) - Waverley West,0.1829871,18.2987089,,,,,,,
3125,3125,205506981,Whitehorse (C) - Box Hill,0.8170129,81.7012911,,,,,,,
3126,3126,205451111,Boroondara (C) - Camberwell N.,0.5065994,50.6599381,,,,,,,
3126,3126,205451112,Boroondara (C) - Camberwell S.,0.4934006,49.3400619,,,,,,,
3127,3127,205451111,Boroondara (C) - Camberwell N.,0.2574547,25.7454709,,,,,,,
3127,3127,205451112,Boroondara (C) - Camberwell S.,0.2040733,20.4073291,,,,,,,
3127,3127,205506981,Whitehorse (C) - Box Hill,0.538472,53.8472,,,,,,,
3128,3128,205506981,Whitehorse (C) - Box Hill,1.0,100.0,,,,,,,
3129,3129,205506981,Whitehorse (C) - Box Hill,1.0,100.0,,,,,,,
3130,3130,205506985,Whitehorse (C) - Nunawading W.,1.0,100.0,,,,,,,
3131,3131,205504214,Manningham (C) - West,0.0137619,1.3761919,,,,,,,
3131,3131,205506984,Whitehorse (C) - Nunawading E.,0.4546667,45.4666744,,,,,,,
3131,3131,205506985,Whitehorse (C) - Nunawading W.,0.5315713,53.1571337,,,,,,,
3132,3132,205506984,Whitehorse (C) - Nunawading E.,1.0,100.0,,,,,,,
3133,3133,205506984,Whitehorse (C) - Nunawading E.,0.9832794,98.3279423,,,,,,,
3133,3133,205554412,Maroondah (C) - Ringwood,0.0167206,1.6720577,,,,,,,
3134,3134,205504211,Manningham (C) - East,0.0304945,3.0494537,,,,,,,
3134,3134,205554411,Maroondah (C) - Croydon,0.1523451,15.234506,,,,,,,
3134,3134,205554412,Maroondah (C) - Ringwood,0.8171604,81.7160403,,,,,,,
3135,3135,205554411,Maroondah (C) - Croydon,0.1154049,11.5404938,,,,,,,
3135,3135,205554412,Maroondah (C) - Ringwood,0.8845951,88.4595062,,,,,,,
3136,3136,205554411,Maroondah (C) - Croydon,0.9769684,97.6968411,,,,,,,
3136,3136,205554412,Maroondah (C) - Ringwood,0.0230316,2.3031589,,,,,,,
3137,3137,205554411,Maroondah (C) - Croydon,0.349479,34.9478977,,,,,,,
3137,3137,205607453,Yarra Ranges (S) - Lilydale,0.650521,65.0521023,,,,,,,
3138,3138,205607453,Yarra Ranges (S) - Lilydale,1.0,100.0,,,,,,,
3139,3139,205607451,Yarra Ranges (S) - Central,0.4927583,49.2758334,,,,,,,
3139,3139,205607453,Yarra Ranges (S) - Lilydale,0.0115115,1.1511498,,,,,,,
3139,3139,205607454,Yarra Ranges (S) - North,0.0177207,1.7720723,,,,,,,
3139,3139,205607456,Yarra Ranges (S) - Seville,0.4778733,47.7873258,,,,,,,
3139,3139,205801452,Cardinia (S) - North,0.0001362,0.0136186,,,,,,,
3140,3140,205607453,Yarra Ranges (S) - Lilydale,1.0,100.0,,,,,,,
3141,3141,205054608,Melbourne (C) - Remainder,0.231444,23.1444007,,,,,,,
3141,3141,205056351,Stonnington (C) - Prahran,0.768556,76.8555993,,,,,,,
3142,3142,205056351,Stonnington (C) - Prahran,0.8049184,80.4918392,,,,,,,
3142,3142,205451113,Boroondara (C) - Hawthorn,0.0013068,0.1306823,,,,,,,
3142,3142,205656352,Stonnington (C) - Malvern,0.1937748,19.3774777,,,,,,,
3143,3143,205056351,Stonnington (C) - Prahran,0.5590567,55.9056724,,,,,,,
3143,3143,205656352,Stonnington (C) - Malvern,0.4409433,44.0943276,,,,,,,
3144,3144,205656352,Stonnington (C) - Malvern,1.0,100.0,,,,,,,
3145,3145,205451112,Boroondara (C) - Camberwell S.,0.0006565,0.0656492,,,,,,,
3145,3145,205652311,Glen Eira (C) - Caulfield,0.0569426,5.694259,,,,,,,
3145,3145,205656352,Stonnington (C) - Malvern,0.9424009,94.2400919,,,,,,,
3146,3146,205451112,Boroondara (C) - Camberwell S.,0.5974574,59.745736,,,,,,,
3146,3146,205451113,Boroondara (C) - Hawthorn,0.0375602,3.7560223,,,,,,,
3146,3146,205656352,Stonnington (C) - Malvern,0.3649824,36.4982417,,,,,,,
3147,3147,205451112,Boroondara (C) - Camberwell S.,0.5612872,56.1287169,,,,,,,
3147,3147,205504975,Monash (C) - Waverley West,0.4387128,43.8712831,,,,,,,
3148,3148,205504971,Monash (C) - South-West,0.5095226,50.9522556,,,,,,,
3148,3148,205504975,Monash (C) - Waverley West,0.4904774,49.0477444,,,,,,,
3149,3149,205504975,Monash (C) - Waverley West,1.0,100.0,,,,,,,
3150,3150,205504974,Monash (C) - Waverley East,0.6830038,68.3003793,,,,,,,
3150,3150,205504975,Monash (C) - Waverley West,0.3169945,31.6994533,,,,,,,
3151,3151,205506985,Whitehorse (C) - Nunawading W.,1.0,100.0,,,,,,,
3152,3152,205553672,Knox (C) - North-East,0.0108666,1.0866556,,,,,,,
3152,3152,205553673,Knox (C) - North-West,0.9891334,98.9133444,,,,,,,
3153,3153,205553672,Knox (C) - North-East,0.5471468,54.7146783,,,,,,,
3153,3153,205553673,Knox (C) - North-West,0.0152551,1.5255133,,,,,,,
3153,3153,205554411,Maroondah (C) - Croydon,0.4375981,43.7598084,,,,,,,
3154,3154,205553672,Knox (C) - North-East,1.0,100.0,,,,,,,
3155,3155,205553672,Knox (C) - North-East,1.0,100.0,,,,,,,
3156,3156,205553672,Knox (C) - North-East,0.7687582,76.8758205,,,,,,,
3156,3156,205553673,Knox (C) - North-West,0.0122607,1.2260694,,,,,,,
3156,3156,205553674,Knox (C) - South,0.1662486,16.6248631,,,,,,,
3156,3156,205607452,Yarra Ranges (S) - Dandenongs,0.0272468,2.7246806,,,,,,,
3156,3156,205801616,Casey (C) - Hallam,0.0254857,2.5485665,,,,,,,
3158,3158,205607452,Yarra Ranges (S) - Dandenongs,1.0,100.0,,,,,,,
3159,3159,205607452,Yarra Ranges (S) - Dandenongs,0.9328571,93.2857067,,,,,,,
3159,3159,205801452,Cardinia (S) - North,0.0671429,6.7142933,,,,,,,
3160,3160,205607452,Yarra Ranges (S) - Dandenongs,1.0,100.0,,,,,,,
3161,3161,205652311,Glen Eira (C) - Caulfield,1.0,100.0,,,,,,,
3162,3162,205652311,Glen Eira (C) - Caulfield,1.0,100.0,,,,,,,
3163,3163,205652311,Glen Eira (C) - Caulfield,1.0,100.0,,,,,,,
3165,3165,205652314,Glen Eira (C) - South,1.0,100.0,,,,,,,
3166,3166,205504971,Monash (C) - South-West,1.0,100.0,,,,,,,
3167,3167,205504971,Monash (C) - South-West,0.5410575,54.1057456,,,,,,,
3167,3167,205653431,Kingston (C) - North,0.4589425,45.8942544,,,,,,,
3168,3168,205504971,Monash (C) - South-West,0.8718429,87.1842858,,,,,,,
3168,3168,205504975,Monash (C) - Waverley West,0.1281571,12.8157142,,,,,,,
3169,3169,205653431,Kingston (C) - North,1.0,100.0,,,,,,,
3170,3170,205504974,Monash (C) - Waverley East,0.9548434,95.4843427,,,,,,,
3170,3170,205504975,Monash (C) - Waverley West,0.0451566,4.5156573,,,,,,,
3171,3171,205752674,Gr. Dandenong (C) Bal,1.0,100.0,,,,,,,
3172,3172,205653431,Kingston (C) - North,0.4532878,45.3287762,,,,,,,
3172,3172,205752674,Gr. Dandenong (C) Bal,0.5467122,54.6712238,,,,,,,
3173,3173,205752671,Gr. Dandenong (C) - Dandenong,0.113022,11.3022003,,,,,,,
3173,3173,205752674,Gr. Dandenong (C) Bal,0.886978,88.6977997,,,,,,,
3174,3174,205752671,Gr. Dandenong (C) - Dandenong,0.2568456,25.6845562,,,,,,,
3174,3174,205752674,Gr. Dandenong (C) Bal,0.7431544,74.3154438,,,,,,,
3175,3175,205653434,Kingston (C) - South,0.0012273,0.1227259,,,,,,,
3175,3175,205752671,Gr. Dandenong (C) - Dandenong,0.9799496,97.9949611,,,,,,,
3175,3175,205752674,Gr. Dandenong (C) Bal,0.0188231,1.8823126,,,,,,,
3177,3177,205801616,Casey (C) - Hallam,1.0,100.0,,,,,,,
3178,3178,205553674,Knox (C) - South,1.0,100.0,,,,,,,
3179,3179,205553673,Knox (C) - North-West,0.9983167,99.8316702,,,,,,,
3179,3179,205553674,Knox (C) - South,0.0016833,0.1683298,,,,,,,
3180,3180,205553673,Knox (C) - North-West,0.9659522,96.5952169,,,,,,,
3180,3180,205553674,Knox (C) - South,0.0340478,3.4047831,,,,,,,
